Team,PtDiff,Offense,Defense,Pace,Threes,DefRebounds,OffRebounds,Blocks,Turnovers,Assists,Steals,FreeThrows,FreeThrowsGiven
Kent,98.6740917718,99.2227722156,98.6260995608,100.731824898,98.8626938996,99.6205628184,101.491565833,100.022197874,99.7555369518,98.5229264271,99.3435838562,101.55739645,101.014832069
Kennesaw,92.6330717998,96.9458492427,95.4950345706,100.55483162,99.2838872306,98.0485348442,99.4941559861,99.733043082,99.9582765199,98.8380688828,100.654329088,98.9837859006,98.5269177003
La Salle,92.4734187345,94.6102062541,98.6772798796,98.3841517173,101.37640133,97.785869531,98.6847398293,99.8155569582,100.38851691,99.7381973977,100.877083028,97.4264035543,101.01338464
Kentucky,118.152596478,108.386813108,104.883240271,101.224488395,100.011299103,100.987875473,101.234418996,102.082675192,98.6049378751,101.526331747,99.8894924891,101.324574421,98.862278301
Lamar,87.1731108661,97.9255735678,91.8030774941,101.629273155,99.5726937483,98.3101812587,101.391481392,99.9370561552,101.099595909,99.3706636563,100.75694625,102.030505471,95.9120640031
Lafayette,87.4741031454,96.3445910567,92.5630691058,99.2197813643,100.969762041,98.4644130599,97.7515366513,98.7326680991,100.152786679,100.379107021,99.4933398057,97.5633909159,100.010222892
VMI,89.0551090679,93.8798184616,95.2225649885,103.120517035,101.383007258,97.1352560938,99.6600020469,99.8752992558,99.6900913893,97.8836073298,100.423595965,94.4278030146,98.4759365529
Florida St,110.720702769,106.675572352,100.55619959,102.181807733,99.9460634442,101.466422319,100.795741452,100.743153231,100.500260957,100.48462771,100.896331076,103.092435159,99.8162109713
Florida Intl,95.1087186824,95.9356313498,99.4650905126,97.0680822881,98.9392137195,100.055430475,99.0531024384,100.725191847,100.35221068,98.3430797589,98.9371282052,98.4561998554,100.197456813
Evansville,107.184831631,101.854298863,102.314797847,97.0119380491,98.0435914246,101.288401251,97.6552203344,100.683977572,99.9504962166,103.290778503,99.3681485787,102.46043098,102.903907549
ETSU,100.492548582,101.109019462,97.4121643142,101.629418308,100.839701666,98.5853986709,99.7305716032,99.6805771555,99.3336492254,99.0491779967,100.604653512,98.5687454037,98.1698500005
Fairfield,98.0611635967,101.007268609,95.2468832313,101.898700194,101.689235775,100.402853485,98.3891392021,100.114291813,100.257553622,101.693685314,99.9726029449,98.1887141276,99.7404430041
F Dickinson,91.802332529,101.034788349,91.6812946108,101.793673208,100.617189159,97.2603894274,99.5047218095,99.0559542179,100.016216114,100.498054027,100.946143928,99.575587644,95.228403194
FL Gulf Coast,98.42322042,97.4348194222,100.779229412,98.7366115644,98.2990200712,100.715259678,99.5882452386,100.193143442,99.6063383662,98.5903443094,100.087677294,99.5886863446,99.0876719533
FL Atlantic,90.4164068692,93.7384268567,98.15204675,98.64503291,99.5867738862,99.2574371914,97.9358412567,100.7041174,99.7810831781,98.3714002256,99.5380775859,97.9988647519,99.1338076944
Florida A&M,80.7280800016,87.6886763599,96.2405608476,97.0928240458,98.7468062876,98.2068383594,98.5262912046,98.770286578,102.555436005,97.0331226183,100.474256404,100.357529137,99.512870079
Florida,112.848602109,102.994182212,105.051921624,102.181222009,100.048619648,102.403795204,101.658527094,101.041919016,99.1668986802,100.760299847,100.671065534,102.600567184,101.042906555
Minnesota,98.9156697588,97.8446256322,99.7136519934,99.7631489722,99.3616504834,100.373326573,99.4966258846,100.448854881,99.5005329059,99.2994559929,99.9042950171,101.431837158,100.320994538
Mississippi,106.836370657,103.193045559,100.42432268,101.634581512,100.71304988,100.061887897,101.606431358,100.000931538,99.4095237083,100.340398057,101.442443537,101.870282406,99.5050653681
Delaware St,81.0776581483,88.6073285505,96.1839448399,99.3437330652,99.8749019493,96.604869694,99.5809457786,99.3372757921,101.24308726,97.9862087425,99.6579106196,95.9045650299,99.2983805216
Delaware,92.2863783733,96.0506936815,96.4503441147,99.7745973285,99.3212204434,101.598714001,100.833825195,99.5946537349,99.6310775479,98.4859277722,98.1413475943,101.895977996,101.78767676
Dayton,110.071972168,100.556123638,104.968883207,98.1906506598,99.8349717722,102.523609033,99.2170196435,100.79051949,100.282331173,100.829537864,100.25344643,101.673502313,101.735695771
Davidson,104.34727736,105.854384671,96.0060141594,103.106309623,102.312288966,100.658043957,99.1593402627,99.7774009782,98.3172193001,101.371623472,99.1583064721,99.6659519366,101.730682952
Dartmouth,95.6136415284,95.4145421132,100.043536492,98.5262464358,99.1083842042,97.9777943934,100.447604937,98.3111918759,101.761755382,99.5316418679,100.221834841,100.6142604,99.6480781919
CS Sacramento,92.3219132693,96.5556864378,97.5801527619,100.176813337,99.71230603,100.196575372,99.1739512353,100.149748522,99.6135074897,99.9811931107,99.3981884851,98.6848308783,98.6267555587
McNeese St,87.0027902604,94.6753236924,94.4725001111,100.890481315,99.7415103575,98.7698496618,99.699056466,100.467869258,99.2084677711,97.4735616447,99.4672282593,99.5064502647,99.915608949
MD E Shore,88.1981592707,94.5047414198,96.4121301607,97.1098060732,99.3419709366,97.5112100483,99.465833526,99.0049782315,102.395218657,98.8570687295,100.015265113,99.1872383414,97.4999569862
Memphis,108.04999492,104.540401846,99.8639531938,103.445148074,98.9817646981,102.245729741,101.16296016,101.496282301,99.8424654368,100.96879274,100.784876904,104.144891706,98.2701966245
Mercer,98.6228886038,95.1050817294,101.652056017,99.954171113,99.6571122345,99.2258133077,101.22350942,98.672691633,99.2780107932,100.625594437,99.3155827964,96.4968721145,101.380405401
Miami FL,116.958428294,105.010760511,105.992286864,98.7670358538,100.105091104,101.360809286,99.8023617449,100.483314152,98.4830045028,100.337208071,100.162566476,102.625730186,104.349559358
Miami OH,94.137505186,92.1539865497,101.789937765,97.6120352373,98.9010736271,97.8987484881,99.4296428723,99.0909258003,100.084767889,97.4220831713,100.543590296,99.1795997881,100.854001757
Michigan,112.108296447,103.128296939,103.712296545,99.1466381599,102.18576594,100.305676821,97.6797326878,99.1973248613,98.0628434749,101.330188467,99.7212290409,97.1060810349,104.501459492
Michigan St,121.62423686,108.262558185,106.552384898,101.467593954,101.769184789,104.066776634,100.946347277,101.608141053,99.4292439398,106.67135897,98.9269754007,98.3835766893,101.15264334
Montana,100.36994972,97.8288086015,102.526921301,97.1522029781,100.181723521,99.4516282669,98.8149145577,99.0959996198,100.082098857,99.6370522807,99.1379650967,98.6588616852,98.873607417
Monmouth NJ,107.114488894,104.822336541,99.4193107394,101.710292751,100.959469643,102.153304531,99.3268412717,100.337526757,100.232019887,99.2845447966,101.420384487,102.055308784,98.4538718505
Morehead St,101.486234232,96.3076580567,103.065832396,100.909378084,98.981335922,96.9864881555,103.318657318,99.1661176598,99.9144830367,99.52777746,101.169265081,99.0332600243,96.5683667895
Montana St,94.3105890258,100.5639305,94.383455655,103.421892943,101.906988845,99.1417100148,101.47228927,98.784224408,99.9102644779,99.3727774928,98.8631619527,97.7355682661,97.2150544876
Missouri,100.815578351,99.2082563112,99.4473645845,99.3804921066,98.8045784459,101.480991431,98.8881367695,99.483284253,99.5648088754,99.1570134788,99.7579204367,100.398398258,98.8928671684
Mississippi St,106.864351242,103.160986902,100.513347993,102.417122267,100.084947061,100.384214972,99.551831245,100.765057003,99.8400171293,101.00272459,100.532288983,97.1395901956,101.177795904
Missouri St,95.3176772441,96.9938987423,97.3575540423,100.221769594,98.8102059881,99.8405442791,100.03163058,100.384662571,100.276869223,99.9636456244,100.210426756,101.318256872,100.996215499
Missouri KC,94.7192832669,97.4587300038,98.2323223285,98.6869793184,100.025872602,98.7448204121,100.137853526,99.8635546043,100.630603314,98.3989337218,99.7730312313,98.9650587969,97.3862883833
Winthrop,100.223694748,105.454762239,93.7381051559,101.329196714,101.116856419,100.970538,98.6171239292,101.479579733,100.291675398,98.3811340981,99.540312148,101.128175765,99.3896183083
Morgan St,89.879451378,95.2992391977,96.0113371739,102.813697624,98.6228460525,97.8441664571,100.54208986,98.7616033642,99.2114091096,98.4222279268,100.304039544,99.3344907163,99.8810196727
Nebraska,107.155348959,101.426310029,102.17978051,100.690142129,99.8675520881,100.024186565,100.029141008,100.298423832,99.4965027273,99.0659728632,101.237139852,99.0732792108,98.943871612
Nevada,101.492098622,99.3484107277,101.718316567,102.06479054,97.9070119348,102.357424047,100.942921355,101.559820223,100.427820905,98.9163494127,100.594166347,102.424624134,98.6669118963
New Hampshire,93.9391343459,95.8894674991,97.9414071867,100.361885537,99.7029741433,100.834957008,100.402143976,98.2757059679,99.2700524627,98.2638264213,97.6705147428,100.582825444,100.980544998
New Mexico,103.882413169,104.207444831,99.0521438786,97.8843080246,99.4155330604,101.835884514,98.8735694269,100.578575255,102.231330269,101.413146918,99.7727120865,103.4282536,99.7296762786
NC Central,89.2723721343,93.8699391583,97.2362776111,98.7479687993,99.1921067768,98.1951293976,100.357801634,98.247046051,100.491914351,98.367270178,99.69316809,99.72758824,100.374564166
NC State,107.738753053,103.742316771,100.769257254,102.079814128,99.5257550138,101.593550696,102.461649655,100.888413045,98.7346604127,99.1089930016,98.8666178188,102.791070408,103.29622318
NE Omaha,101.430558288,108.151158494,91.9460244026,103.684157797,99.1779179133,99.543148599,99.2159984921,99.3774395303,100.382662839,101.028031173,102.897964487,102.665062186,98.4725733442
New Mexico St,103.664885876,97.2445196213,105.613002455,98.4137962776,98.1243008591,102.2972603,100.496311632,100.817592345,100.863743349,99.6672855223,98.33637567,99.2773559009,103.655814763
New Orleans,88.2988221428,97.0894737894,93.1623577263,102.654943231,98.06785855,97.7893771995,102.238324617,99.4038402463,101.145878414,99.1349438537,101.091847021,103.32308339,97.9107619786
Seton Hall,112.482591301,104.017339415,104.424189252,101.257309466,99.2725655793,102.066114609,101.88244281,101.32562752,100.337827002,100.618717291,100.941079296,102.409965257,101.759389687
Seattle,90.6463226083,91.8263431594,100.241262831,96.6087400297,99.4467708544,99.3547415467,99.5705390052,98.3425961909,102.666456841,98.919967337,99.6079521501,97.467755562,100.687107427
Siena,103.296338031,102.611845575,98.6444640989,99.823499797,99.7303523986,100.826241237,101.236044896,100.560557628,102.488913533,100.359317829,99.9007302699,101.523198624,98.3734851088
SF Austin,110.059303192,102.558092305,104.655567492,101.022749927,100.556009619,97.576634863,100.111371405,99.8540292513,99.6327519281,103.134081176,101.603234833,98.4472129981,101.074309406
South Alabama,93.2149599136,95.972184528,98.7763866654,100.704258874,99.1087705902,99.6211076436,100.622350233,100.228659379,101.000072535,97.8545116824,100.719149562,100.173554209,98.85522505
SMU,116.841139959,105.391172699,105.893647649,100.3374572,99.6135460428,101.358714196,102.114712856,100.908728705,100.366446795,103.414904507,99.9100915008,99.168430825,103.177365036
South Dakota,95.7738325568,101.901016506,94.0213436719,102.365874606,99.9622000654,98.7106185649,98.3695118133,99.8048325184,99.3415049764,101.869317735,100.396759047,97.8204703537,98.7265883261
South Carolina,110.35110899,103.73987847,103.205969386,101.538623323,99.3292162522,101.495591449,102.281949655,100.811129459,100.923377502,100.257410805,100.692215032,102.700440879,99.8254856821
Southern Miss,89.8119166326,90.5550786898,100.90455497,94.6569784473,101.134089274,97.9052467485,97.3148884402,98.930542081,100.301904176,98.6019790204,99.3188023351,97.0963592392,100.854863055
South Florida,95.5260326755,94.7398224403,100.235511013,98.4641512891,97.3585373133,101.601050422,101.251817256,101.290374003,101.863830502,97.4727192503,98.7123784691,99.5965556995,99.6753849689
Illinois St,102.282646836,97.3017186253,103.054864371,101.457157553,100.402145263,99.4864553859,100.563134289,99.8543039469,100.08598757,100.161450686,100.456144411,97.6042398418,100.942939201
Illinois,102.954815248,101.269653922,100.151498185,99.3230786208,101.182128031,99.6399787717,97.2067608868,99.0560990703,98.4732264556,100.767050652,100.009247291,98.7574364642,104.459133069
DePaul,98.8397565264,98.1091176996,99.3797309805,97.8680110425,98.7389003029,99.9697403828,99.6773664536,99.9481319812,101.442675506,99.3106980118,99.1424344746,99.2718356605,98.241060595
Denver,97.3632996747,92.6489170471,104.502889171,89.9765976611,100.353545373,95.4815560943,95.2925456015,98.8179814756,100.706751891,100.589867328,100.490054051,96.0764576914,99.6234461611
Butler,113.850328436,106.328440386,101.761060773,101.160314196,100.280917353,99.9704421597,100.457105584,100.154567458,97.8206043698,100.941931113,100.223242956,102.441501151,100.815858668
Buffalo,101.281431526,102.635696141,97.1034954463,101.696289883,100.271342956,101.249688532,100.945758971,100.22897506,100.742028188,99.428884441,100.946386223,103.302986252,99.8236078537
Bradley,88.128332727,88.0812017325,100.531533239,95.0494496776,98.5027970172,100.41185209,98.9499003818,99.3448903683,103.070309565,96.8401754243,98.6366812331,99.4370440858,95.9141394702
Bowling Green,94.763044876,97.1176078396,97.6818928186,99.0572040928,98.9438805549,100.381131918,99.6613096236,99.947147975,100.375061393,98.0553944466,100.313015439,101.238783516,100.114911995
Boston Univ,95.1524356397,98.0685602167,96.230917653,98.3019961716,100.784775732,100.545372545,98.3924661518,99.9856409653,101.149796562,99.9439580934,99.4679051281,99.1946550692,100.412062059
Boston College,96.3811912747,93.0418660074,102.791687063,97.6789191029,100.344317313,100.306542921,97.7573027314,99.8363769615,100.950209555,99.9606955183,99.8933206834,95.8308648027,101.220004123
Bucknell,99.9694499117,102.398514652,96.8761720556,99.5664515575,100.422835678,100.210767795,99.4498555335,99.6321105087,100.757330188,101.315721512,100.241232695,102.751023294,97.0803944081
Bryant,83.5909927572,92.0620458251,94.6796622162,100.09347036,99.8924728227,98.629383731,98.7951375229,99.2630950201,100.603745067,100.235695914,99.7898307396,94.8455007869,101.430415285
Brown,93.1760302223,99.5732438921,93.8969722643,99.4211476006,101.111603966,100.40257687,98.7288875547,100.235611329,100.939532264,101.496157003,99.1577094518,101.136906013,98.7858661835
Drake,93.86509266,96.5123635709,97.2768647079,97.257948578,100.248806595,99.6638722094,98.2253180362,98.8391221401,100.712961418,99.4644242944,97.9250990254,97.5020295721,103.046756245
Detroit,98.0501883217,107.400930596,91.0115505644,102.830834938,100.58556069,99.5730986505,101.194762251,100.415474526,100.815382676,99.4006608934,100.799064871,102.757980383,94.6757673312
Vermont,100.275797549,99.6881327589,98.8480537227,97.2940274567,100.111898489,100.651105963,98.3656896204,100.365083329,100.466131539,100.020058417,99.1498030691,100.217399007,100.479801986
Villanova,119.439759531,105.574144477,108.439055704,99.4045931951,101.200789897,101.884858021,99.083961603,100.320246406,98.6004995412,102.670442146,100.547875451,99.3544874332,103.707792611
Valparaiso,110.92811168,99.5756360527,107.948702825,100.692903997,100.991690361,102.169428423,101.711215164,100.704667912,100.454382256,99.8350770896,100.77015436,98.8253347719,100.09317099
Vanderbilt,116.205325275,104.40181436,106.353823883,99.5398860425,101.233056019,103.301126541,98.9201429206,101.736010101,98.8500285023,101.957543772,99.0030646656,100.85167768,101.167197864
VA Commonwealth,111.902690539,104.323235897,103.329699201,103.707386685,100.518523542,99.8380465138,101.505829885,100.514842069,99.4397952498,100.927409597,102.012259265,99.9161802102,100.468893215
Utah Valley,91.3877754124,100.572894747,92.1668536761,102.764691319,100.841005971,101.540527697,98.3927706255,99.7842425836,100.573146246,100.475902654,99.6225523321,99.5724224252,97.7537100054
UTEP,95.8447993806,100.512871949,95.5966837909,99.8851442506,99.6565629321,100.816084465,98.2156502869,100.190215923,100.290342715,101.321069122,99.6915141618,101.111876962,98.7461119666
Virginia,119.833468594,101.590962095,113.082894579,96.7233485394,99.4990337815,99.7688202243,98.7869726174,99.9475440138,97.3535692808,101.610119753,99.7853335688,98.6845269451,104.611112794
Virginia Tech,107.986505758,103.50577054,101.763894484,98.4397830348,99.2511814843,100.21770003,99.8430315104,100.325487491,100.046083089,99.5668120465,99.6585018764,104.962696599,101.193289703
Rhode Island,106.446201513,98.381795827,105.709227067,98.5897972079,99.991504355,99.6321038293,99.7379646197,101.151521161,99.1678621008,99.2862585441,99.7297630965,99.8612970768,100.092296494
Rice,91.1520474597,100.73428612,91.4153946792,99.1946762768,99.9617918812,97.88488908,98.5783044871,99.2892653816,100.257751672,99.490506456,100.14458102,101.154008834,100.027780615
Idaho,95.9639252528,94.1202086315,102.474073225,96.2280770768,99.286597042,100.219989445,100.007622257,99.2157853373,102.468830252,98.4696725511,99.0741788527,101.046512739,99.2609044863
Howard,87.3171315707,94.3170287391,94.6372035612,99.4755811901,97.6508575954,99.0071515591,100.844121223,99.4437787798,101.248834161,94.7860454578,100.091464994,103.831370384,100.497539711
Houston Bap,91.3130862627,98.9128668839,93.8385664963,98.8128499808,99.087867827,99.3441298947,99.6224770519,99.8668600823,100.726188517,99.3169899432,99.2530389149,102.781135262,99.0163356664
Houston,109.173713859,103.97982478,101.225649583,101.75229031,99.8648956666,100.220915247,101.302284362,100.427489958,98.4654367673,99.4846901739,99.5797489178,100.142705252,99.4160508076
Holy Cross,91.4116794045,91.068090558,100.354551298,96.0289166046,100.350729769,97.1977049837,97.4960896752,98.9743236407,98.8967662431,100.497062983,99.8973219718,98.3116111471,102.507648915
Hofstra,105.51582235,103.862957778,99.0640307651,101.824383469,101.325161418,101.580898894,101.098086302,99.697170471,99.319596727,101.701825144,100.289136142,102.205114297,105.562493643
Portland St,93.0987727915,100.97401867,93.3999357405,102.615898763,98.4532172294,99.1081569002,99.4890055549,99.9472312993,100.931087237,102.438921341,101.881288018,98.7040821406,101.457086976
Prairie View,85.3195492603,90.5837966826,96.9550197868,100.362027505,97.7429549521,95.7531219027,100.450845595,99.2384594844,101.492654082,96.2527319641,101.429238039,99.0630044155,96.7392130264
Presbyterian,88.2229698921,91.5827712701,97.7960522798,97.6406389098,98.3037021111,97.9621130739,98.381976263,98.5351244417,101.126190057,97.7101725922,100.259862982,97.7840124414,98.7203668898
Princeton,108.52598635,103.834612236,101.849467999,100.037717218,102.088392046,100.775831465,98.8474422462,99.9704408023,99.25205207,101.300063348,100.55360396,99.4688800782,103.252877021
Providence,109.579438584,102.330965152,103.696940139,101.230400064,100.112928609,100.529420789,100.836624843,100.49515766,99.0264487925,101.658466097,100.232004577,101.382953505,104.397150501
Purdue,118.749872853,105.462471657,106.521694048,100.548997091,100.587648914,104.023447522,100.631101898,100.991488079,99.9838847771,103.40589384,98.8915609733,100.728036148,103.114449696
Quinnipiac,91.4416244556,92.5182429022,99.4788274645,104.078030506,100.676271566,100.707893864,104.259646985,100.596891553,102.153446963,99.0296423648,98.8283195832,97.0984052262,98.7246579053
Radford,96.2105634827,96.9003198182,98.588042218,101.89050338,100.184895758,98.3303019603,101.127355602,100.650324789,100.031828693,99.4123703064,99.8144425437,95.7765906071,100.999530261
IL Chicago,85.6166108892,93.2598577401,94.631880206,101.285561964,97.8078473385,100.913685783,102.0181669,100.940526924,102.165883037,97.8128774129,99.7736305076,102.202390418,97.1281212824
Idaho St,91.6669622459,97.8999727123,95.8287241225,98.8855317241,100.617859338,100.159934437,98.5539215843,99.2495824875,100.911490801,98.5982736749,100.566174836,99.9560682198,99.8938119743
Cal Poly SLO,97.5838183001,99.8646642971,97.82738921,101.365784321,100.457491515,99.3728130349,100.447726505,99.8422792673,98.1006058239,100.361951572,99.7215262804,100.306185651,99.67217618
California,113.824586517,103.920116044,106.682305033,99.4636993863,99.9730861375,103.951205508,100.59563648,101.273897397,100.219206685,100.237134143,98.5949752328,102.803464665,100.071378596
BYU,111.292653059,108.378381087,99.2019773011,104.555939017,101.321523994,102.788163815,100.977704588,100.61756342,99.9662869111,102.090669337,100.549133195,101.335453579,100.17904362
C Michigan,100.070055993,101.236397473,98.1721582334,101.334743182,101.900300995,99.4274732924,99.4254903796,99.3420252828,97.6395459997,99.9760876115,99.1281382809,98.480287272,100.997155629
Cent Arkansas,87.0135126447,98.8333993337,89.0337640682,101.492983105,99.4401883437,99.2136467764,100.561785892,100.33065903,100.719602189,99.1803390163,99.5907371672,102.61715743,98.4120329308
Campbell,90.349507235,96.0065490373,95.0298384004,99.1295646071,100.01160117,97.1494706022,97.5605410098,98.8476820389,98.8488097361,97.4189804055,100.370814315,99.9211503301,98.2329827075
Canisius,95.8346072192,100.720400365,94.6093818453,101.306118786,101.334093198,96.9717743782,99.9520741836,99.3454849877,98.816989908,100.57889264,99.6587818772,100.083141627,99.0534170214
Maine,84.8285701921,100.112805648,85.5348313391,103.850290617,100.335425021,98.5632890256,100.151767325,99.4005013321,102.862912043,100.7934753,101.319859633,100.016793848,98.2537269113
MA Lowell,88.479234838,99.3993360741,88.6316977324,99.5530595055,100.990700869,98.5409284392,98.2916798597,98.9699843087,102.495934347,100.434269754,100.273620472,99.1977846722,98.340674885
Central Conn,79.6375250316,91.5177694851,91.7561405263,100.536180731,99.1901958804,98.5200449825,99.8744615798,99.9130316283,100.346926443,98.3422957355,98.3996242013,97.1474472286,101.625224518
Charleston So,90.7908100559,96.2507825105,95.3287524219,101.478878182,101.521746243,99.1241632241,98.654628246,98.7511399474,99.6877714982,99.0837304291,99.1364618268,95.7163205534,99.2871838342
Marshall,100.786274721,110.056875718,89.3650667793,106.987355015,102.316871492,101.041316742,99.7349442865,99.9091655025,100.281169004,102.752791578,100.633790443,99.2568052077,98.5220940421
Marquette,105.150448713,102.23187698,100.360783817,99.1827579647,99.1938801236,100.603311822,98.7610399433,100.382599909,100.969276978,101.853400289,101.025252022,100.661420814,103.467708061
Marist,89.994437791,97.2459824075,93.4347248931,98.8865489785,101.199277716,98.5055868069,98.1648931062,99.2921243829,99.6504686966,98.5205483886,98.480066573,98.8982207739,99.7007794547
Manhattan,94.1079746004,95.6372205824,98.3806564234,95.5268536022,100.763227909,97.3008526542,97.2124187485,98.9716038391,101.400900837,100.694691081,101.224619085,99.3451225184,97.3908234836
Youngstown St,89.9664733997,101.016430072,91.2111009132,103.530268509,100.967815051,99.2884405851,98.5800478268,98.9831358866,99.2237481233,100.452580569,99.9260663189,97.3233395348,99.5496432996
Wyoming,99.2982238614,98.4502380337,100.794649158,93.615788861,102.221629139,99.7074223521,95.2675397306,99.3384631895,99.1639361842,99.469524266,98.2636246745,100.870506095,100.158440672
Wright St,100.667728644,95.6947299776,104.137394126,97.4182802708,100.380581103,99.1205254993,96.3229670845,98.4315415152,98.7941946809,99.7956835631,99.9069793317,96.6338999654,97.9986597334
Yale,110.010646328,100.185829509,105.994948387,97.9228996742,99.7476162587,101.226551405,101.687332057,100.456485385,100.848318015,101.482550146,99.5132136051,103.088236001,101.750477465
Xavier,116.196719141,109.892008419,102.092276932,102.176979218,100.606814711,103.206157445,101.813182805,100.024252807,99.9563935899,102.983385055,100.888285072,104.703737924,101.137611263
North Texas,90.0377433015,98.1911947602,94.1198780232,99.7579135408,98.5918559005,98.5912653561,100.249972326,99.7354794096,101.121183807,97.6950247433,100.26758163,103.093255692,97.3044757683
North Florida,99.6386693762,105.8698363,92.7006404239,101.792251688,104.214148483,99.6000452834,97.6297207234,101.231359721,98.6955606748,101.623104965,98.9722628907,96.8767336218,102.573032486
North Dakota,97.0565069078,99.120477419,98.1343652448,99.8785984654,99.4704363136,101.146744349,98.1119360022,99.1903095684,101.201506036,99.5212162074,101.177442522,100.587985386,99.0047409471
North Carolina,120.644680058,111.692333961,103.160309228,106.053718046,98.9559322167,102.857761534,102.794724281,101.204403413,98.9442128979,104.533979666,100.899603224,101.7485337,102.412991724
Norfolk St,95.0877519654,99.9485942671,95.5253794523,99.0318333987,100.068925564,98.1256118507,100.008088328,100.998406,99.5432493252,99.0651703167,100.070205074,102.008170994,98.0898555347
NJIT,96.0928382272,98.6809578387,97.5262013418,98.6288820948,101.283383443,99.6443737471,98.3573339948,98.8471360823,100.694200342,101.480505454,100.263466554,99.5870040757,99.3459710279
Nicholls St,85.564504986,92.5730068873,96.1388200871,97.8919613035,99.1782316422,98.6403610901,98.5199936852,100.737519623,101.293180209,98.7531475716,100.149827016,99.7275370758,99.7602602398
Niagara,90.5148991001,91.4373040875,99.5443661703,98.64498309,98.6120265076,98.8846665695,100.52280541,99.8047127075,101.480590818,97.7274405543,99.2175486742,98.194609268,100.648959338
Northern Arizona,83.3217201162,94.3381800527,92.9459259474,99.9898296484,100.134911906,99.4376594879,98.3533332959,98.4725361211,100.650495045,99.2047777357,100.106743167,99.0594233324,101.238532081
Northeastern,102.390249774,98.2310847546,102.202521626,96.7937146387,101.542015619,99.4623242157,98.7596215876,99.5717403253,99.9524177848,101.426607182,99.8303563671,99.806346884,105.203971934
St Mary's CA,112.839580928,101.672282225,107.815372326,97.3574021707,101.471529864,101.165520915,98.4639951022,99.880864815,98.0795576465,102.406794436,99.0850204184,94.5813301942,105.388545481
St Peter's,96.6750727009,92.1234374496,103.527923792,97.2561400274,99.6562692439,100.27867574,99.1763323286,99.4348578115,100.387631827,98.6737763366,99.3410631569,97.7822841597,102.731548607
St Francis PA,89.9111419467,94.7768244519,96.3095550841,98.617386272,100.240644903,98.9032242176,100.085207005,99.5477606966,99.6495947023,98.4405755891,98.5416884745,100.331905534,101.957384301
St John's,95.5605938375,97.5878405061,97.8594745962,100.637603915,99.7028216296,100.622170003,100.014492929,101.745692295,101.865766389,99.7108589167,100.108753486,101.628665145,97.6200619505
St Joseph's PA,110.102841702,105.897815335,101.169440964,103.015656983,100.431990937,102.719904117,99.7183738947,99.9043483109,98.0326478204,101.943411521,99.6540172402,101.625238704,104.602139991
St Louis,95.5678254279,96.0341939425,99.917135741,98.3054082355,99.7426195683,100.132320895,97.4198307455,98.8260992981,100.932309084,100.312855789,99.9098572335,99.355147453,99.1415844048
Southern Univ,95.3401477286,97.4756545494,97.4763883461,101.596338256,99.1074022375,98.9358134676,99.5576040876,99.7208886705,98.6727084904,97.0222887169,100.99724837,100.38001475,98.6633382323
Southern Utah,84.0706362016,96.0195043059,91.4467729848,98.1178426956,99.9061734127,97.0415245663,97.9895600546,99.3474800799,100.862043988,98.5100817558,99.4262879795,98.738398896,98.2814698707
St Bonaventure,106.149576017,103.502225328,100.001390221,100.346297429,101.018832373,99.4597656776,100.285528355,100.588917644,99.6037626608,99.9543024169,100.196314834,101.412451455,99.4853796685
St Francis NY,91.0194838038,91.9281698914,99.9735581384,98.5488250083,100.30276996,98.3660393855,100.359945061,101.048188874,100.176361429,98.1848075292,99.6913270513,98.9751686491,100.200644401
Incarnate Word,93.2110060077,95.9056740587,98.027782205,98.5172140552,101.076883411,98.9376138888,97.3357801291,99.1495005763,99.0759145195,100.215985716,99.8565665763,98.1583700737,101.010853645
Indiana,117.568105005,108.922311377,103.107750287,100.439826682,102.455922162,100.710591443,100.835108172,100.75254519,100.89013523,102.312120483,100.915421633,99.8634479563,102.949830725
Penn St,101.948451729,96.785585284,103.215201387,99.3000468304,99.9832272244,100.112961248,99.8963516753,101.112090594,99.2059127707,97.7390159369,99.5698644321,99.5381722721,98.4244246978
Jackson St,93.9922469504,93.2019948898,100.433815388,102.984824451,99.2726167592,99.4626831664,101.600428971,99.9184830673,99.3515920473,98.0719890815,101.249798022,97.6072162073,96.5076718965
Old Dominion,103.762719984,94.774859929,107.480654778,100.630130379,97.545157763,99.9528360384,101.925468607,100.569576862,97.3084981537,99.6233037885,99.8499002622,97.7130217217,101.719766826
Colorado,110.204554634,103.031703694,104.143010116,100.34004301,100.318013839,104.351931629,101.615504127,101.374085082,100.735987109,100.676575639,99.3968287279,102.555077646,101.381660886
Colorado St,100.897355344,103.900551139,96.7103339934,101.126806615,101.758277521,101.043677932,101.037004699,99.1267725111,99.1319979213,99.8363955314,97.9042960351,102.52675081,101.084832286
UNC Asheville,102.577943013,100.806278883,100.288158189,100.696752643,98.9733787867,99.6964677706,100.647989598,99.8111618561,100.544306755,99.0786033955,102.28315235,101.240817603,99.6712432674
UMBC,86.7251722715,97.017267887,91.3165810242,98.1400834886,99.9074414173,98.1595551981,98.1676187357,98.2729339067,99.8965743035,99.3605100468,100.385711246,102.062849346,100.289699968
UNC Wilmington,106.775252541,103.734110025,99.4782048951,103.040835298,100.290848365,100.134329208,101.494612412,100.270217279,99.447852954,100.025469713,100.843123955,101.268188874,94.2408545992
