Bottle v0.12.13 server starting up (using WSGIRefServer())...
Listening on http://0.0.0.0:80/
Hit Ctrl-C to quit.

/home/skellert/anaconda2/lib/python2.7/site-packages/bs4/__init__.py:166: UserWarning: No parser was explicitly specified, so I'm using the best available HTML parser for this system ("lxml"). This usually isn't a problem, but if you run this code on another system, or in a different virtual environment, it may use a different parser and behave differently.

To get rid of this warning, change this:

 BeautifulSoup([your markup])

to this:

 BeautifulSoup([your markup], "lxml")

  markup_type=markup_type))
67.164.229.210 - - [07/Apr/2017 15:54:31] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 15:55:02] "GET /masters HTTP/1.1" 200 26799
67.164.229.210 - - [07/Apr/2017 15:55:02] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 15:55:33] "GET /masters HTTP/1.1" 200 26799
67.164.229.210 - - [07/Apr/2017 15:55:34] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 15:56:05] "GET /masters HTTP/1.1" 200 26799
67.164.229.210 - - [07/Apr/2017 15:56:06] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 15:56:37] "GET /masters HTTP/1.1" 200 26801
67.164.229.210 - - [07/Apr/2017 15:56:38] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 15:57:09] "GET /masters HTTP/1.1" 200 26801
67.164.229.210 - - [07/Apr/2017 15:57:10] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 15:57:41] "GET /masters HTTP/1.1" 200 26801
67.164.229.210 - - [07/Apr/2017 15:57:42] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 15:58:13] "GET /masters HTTP/1.1" 200 26801
67.164.229.210 - - [07/Apr/2017 15:58:14] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 15:58:45] "GET /masters HTTP/1.1" 200 26801
67.164.229.210 - - [07/Apr/2017 15:58:50] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 15:59:22] "GET /masters HTTP/1.1" 200 26801
67.164.229.210 - - [07/Apr/2017 15:59:22] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 15:59:53] "GET /masters HTTP/1.1" 200 26801
67.164.229.210 - - [07/Apr/2017 15:59:54] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:00:25] "GET /masters HTTP/1.1" 200 26801
67.164.229.210 - - [07/Apr/2017 16:00:26] "GET /static/score_graph.csv HTTP/1.1" 200 2960
67.164.229.210 - - [07/Apr/2017 16:00:57] "GET /masters HTTP/1.1" 200 26801
67.164.229.210 - - [07/Apr/2017 16:00:58] "GET /static/score_graph.csv HTTP/1.1" 200 2960
67.164.229.210 - - [07/Apr/2017 16:01:29] "GET /masters HTTP/1.1" 200 26801
67.164.229.210 - - [07/Apr/2017 16:01:30] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:02:01] "GET /masters HTTP/1.1" 200 26785
67.164.229.210 - - [07/Apr/2017 16:02:02] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:02:33] "GET /masters HTTP/1.1" 200 26785
67.164.229.210 - - [07/Apr/2017 16:02:34] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:03:04] "GET /masters HTTP/1.1" 200 26785
67.164.229.210 - - [07/Apr/2017 16:03:05] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:03:37] "GET /masters HTTP/1.1" 200 26785
67.164.229.210 - - [07/Apr/2017 16:03:37] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:04:09] "GET /masters HTTP/1.1" 200 26785
